지역,umdNm,aptNm,kaptCode,matchType,세대수,시공사,동수,사용승인일
서울 성동구,행당동,신동아,A13307202,exact,636.0,신동아건설,9,19950522
서울 성동구,금호동3가,두산,A13380703,contains,1267.0,두산건설,16,19940916
서울 성동구,금호동3가,금호한신,A13309301,contains,323.0,한신공영,3,20050729
서울 성동구,행당동,두산,A13307001,contains_ambiguous,251.0,두산건설,2,19970704
서울 성동구,응봉동,대림(2차),A13385202,contains,410.0,대림산업,3,19890921
서울 성동구,하왕십리동,왕십리KCC스위첸,A10027432,contains,272.0,KCC건설,3,20160428
서울 성동구,하왕십리동,금호베스트빌,A13302204,contains_ambiguous,458.0,금호건설,6,20011005
서울 성동구,마장동,왕십리삼성아파트,A13305006,exact,430.0,삼성건설(주),5,19961214
서울 성동구,마장동,신성미소지움,,no_match,,,,
서울 성동구,성수동2가,신성미소지움,,no_match,,,,
서울 성동구,옥수동,극동그린,A13384403,contains,583.0,극동건설,5,19971002
서울 성동구,행당동,서울숲 한신 더 휴,A13386702,exact,1410.0,한신공영(주),19,20031223
서울 성동구,응봉동,서울숲리버그린동아아파트,A13385301,exact,375.0,동아건설,5,20030607
서울 성동구,성수동1가,우방,,no_match,,,,
서울 성동구,마장동,마장동중앙하이츠,A13381601,dedong,170.0,중앙건설,2,19990531
서울 성동구,하왕십리동,왕십리풍림아이원,A13302206,exact,758.0,풍림산업(주),15,20041130
서울 성동구,금호동1가,신금호두산위브,A13309101,exact,169.0,두산건설,5,20060331
서울 성동구,마장동,왕십리금호어울림,A13381604,exact,367.0,금호건설(주),6,20060927
서울 광진구,광장동,현대5,A14381512,contains,581.0,현대건설(주),6,19890421
서울 광진구,자양동,자양현대6,A14319003,contains_ambiguous,182.0,고려산업개발,2,19930527
서울 광진구,자양동,한라아파트,A14319307,contains,329.0,한라건설,2,19960831
서울 광진구,구의동,성동강변파크빌101(강변타워),,no_match,,,,
서울 광진구,자양동,우성1,A14319011,contains,656.0,제일은행강동구청주택사업,6,19880913
서울 광진구,자양동,자양현대5,A14319003,contains_ambiguous,182.0,고려산업개발,2,19930527
서울 광진구,구의동,구의현대7단지현대홈타운,A14320001,contains,273.0,(주)마이크로장,3,19971226
서울 광진구,자양동,대동,A14319008,contains,314.0,(주)대동주택,4,19990310
서울 광진구,자양동,로얄동아,A14319009,contains,322.0,(주)동아건설,4,19990916
서울 광진구,광장동,청구,A14381513,contains,654.0,청구주택,4,19960705
서울 광진구,자양동,자양삼성,A14388208,dedong,375.0,삼성물산,4,19990414
서울 광진구,광장동,현대3,A14381415,contains,1056.0,현대그룹제3직장 주택조합,10,19901020
서울 광진구,광장동,삼성광장2,,no_match,,,,
서울 광진구,자양동,우방리버파크,A14319302,contains,214.0,(주) 우방,3,20031014
서울 광진구,자양동,경남,A14386802,contains_ambiguous,232.0,경남기업(주),2,19990601
서울 광진구,화양동,화양현대,A14313001,exact,253.0,현대건설(주),3,19990520
서울 광진구,구의동,현대프라임,A14320304,contains,1592.0,현대건설(주),15,19970328
서울 광진구,자양동,현대3,A14319204,contains,439.0,2022-11-08,2,19961209
서울 동대문구,답십리동,답십리파크자이,A10025754,exact,802.0,gs건설,9,20190122
서울 동대문구,용두동,래미안엘리니티,A10023633,exact,1048.0,삼성물산(주),16,20220830
서울 동대문구,용두동,청량리역해링턴플레이스,A10023389,exact,220.0,효성중공업(주),1,20230130
서울 동대문구,답십리동,청계한신휴플러스,A13003005,exact,725.0,한신공영(주),10,20100812
서울 동대문구,용두동,이편한세상청계센트럴포레,,no_match,,,,
서울 동대문구,답십리동,래미안위브,A13003007,exact,2652.0,"삼성물산,두산건설",32,20141013
서울 동대문구,휘경동,휘경SK뷰,A10025410,exact,900.0,SK건설,8,20190618
서울 동대문구,답십리동,두산위브,A13003003,contains,516.0,두산건설,7,20070426
서울 동대문구,답십리동,힐스테이트청계,A10026104,exact,764.0,현대건설,8,20181130
서울 동대문구,용두동,래미안 허브리츠,A13070301,exact,844.0,삼성물산,10,20110428
서울 동대문구,답십리동,래미안미드카운티,A10026232,exact,1009.0,삼성물산(주) 건설부문,12,20190405
서울 동대문구,전농동,래미안아름숲,A13002002,exact,719.0,삼성물산,15,20120726
서울 동대문구,용두동,용두두산위브,A13007001,exact,338.0,두산건설,6,20090618
서울 동대문구,전농동,동대문롯데캐슬노블레스,A10026180,contains,584.0,롯데건설(주),5,20180629
서울 동대문구,전농동,래미안크레시티,A13071302,exact,2397.0,삼성물산(주),31,20141023
서울 동대문구,전농동,전농SK,A13084804,exact,1830.0,SK건설,16,20000706
서울 동대문구,이문동,래미안이문2차,A13083102,exact,648.0,삼성물산,9,20040413
서울 동대문구,장안동,장안힐스테이트,A13010004,dedong,859.0,현대건설,11,20070804
서울 동대문구,장안동,래미안장안,A13084101,exact,558.0,삼성건설,8,20030430
서울 동대문구,답십리동,e편한세상답십리아르테포레,A10020731,exact,,DL건설,6,20250325
서울 동대문구,휘경동,휘경해모로프레스티지,A10025015,exact,299.0,한진중공업(주),6,20210315
서울 동대문구,휘경동,휘경자이디센시아,A10020570,exact,,GS건설(주),14,20250626
서울 동대문구,장안동,장안현대홈타운(336),A13010006,contains_ambiguous,2182.0,현대건설,22,20031028
서울 동대문구,답십리동,답십리대우,A13080201,exact,319.0,대우건설,4,20020429
서울 동대문구,제기동,한신아파트,A13006101,contains_ambiguous,1070.0,한신공영주식회사,12,20040511
서울 중랑구,면목동,사가정센트럴아이파크,A10024741,exact,1505.0,현대산업개발,11,20200730
서울 중랑구,중화동,리버센SKVIEW롯데캐슬,A10020555,exact,," SK에코플랜트, 롯데건설",8,20250612
서울 중랑구,면목동,라온프라이빗,A10024703,contains,453.0,라온건설(주),4,20200630
서울 노원구,월계동,삼호3,,no_match,,,,
서울 은평구,수색동,DMC파인시티자이,A10023079,exact,1223.0,GS건설(주),15,20230731
서울 은평구,응암동,힐스테이트녹번역,A10024313,exact,879.0,현대건설,11,20221020
서울 은평구,응암동,녹번역e편한세상캐슬,A10024831,exact,2569.0,"대림산업, 롯데건설",32,20210527
서울 은평구,증산동,DMC센트럴자이(2단지),A10023875,contains,1256.0,GS건설,13,20230112
서울 은평구,녹번동,래미안베라힐즈,A10025846,exact,,삼성물산,20,20181227
서울 은평구,수색동,DMCSKVIEW,A10024086,exact,644.0,에스케이건설(주),6,20230824
서울 은평구,수색동,DMC롯데캐슬더퍼스트,A10024828,exact,1192.0,롯데건설,15,20211209
서울 은평구,수색동,DMCSK뷰아이파크포레,,no_match,,,,
서울 은평구,녹번동,북한산푸르지오,A10027816,exact,1230.0,대우건설,22,20150722
서울 은평구,녹번동,힐스테이트녹번,A10025836,exact,,현대힐스테이트,13,20181010
서울 은평구,수색동,DMC아트포레자이,A10023126,exact,672.0,GS건설주식회사,8,20230630
서울 서대문구,남가좌동,래미안루센티아,A10024938,exact,997.0,삼성물산(주),11,20200423
서울 서대문구,남가좌동,DMC에코자이,A10025130,exact,1047.0,GS건설,11,20191227
서울 서대문구,홍제동,서대문푸르지오센트럴파크,A10023560,exact,,(주)대우건설,11,20221028
서울 서대문구,홍제동,홍제센트럴IPARK,,no_match,,,,
서울 서대문구,남가좌동,DMC센트럴아이파크,A10025976,exact,1061.0,HDC현대산업개발,13,20181231
서울 서대문구,남가좌동,DMC파크뷰자이4단지,A10027817,contains,4300.0,"현대산업개발, SK건설, GS건설",61,20151026
서울 서대문구,북아현동,두산,A12079501,contains,956.0,두산건설(주),6,19990303
서울 서대문구,현저동,독립문극동(200-0),A12008003,contains,1300.0,극동건설(주),12,19981210
서울 서대문구,냉천동,돈의문센트레빌,A12070101,exact,561.0,동부건설,14,20110407
서울 서대문구,남가좌동,래미안남가좌2차,A12012101,exact,503.0,삼성건설,10,20051026
서울 서대문구,홍제동,홍제역해링턴플레이스,A10023959,exact,1116.0,효성중공업(주),18,20240327
서울 서대문구,남가좌동,DMC파크뷰자이3단지,A10027817,contains,4300.0,"현대산업개발, SK건설, GS건설",61,20151026
서울 서대문구,홍은동,e편한세상서대문,A10023449,exact,481.0,DL이앤씨(주),6,20230912
서울 서대문구,홍은동,북한산더샵,A10026604,exact,552.0,포스코건설,8,20171218
서울 서대문구,남가좌동,DMC금호리첸시아,A10023709,exact,450.0,금호건설,5,20240125
서울 서대문구,대현동,신촌럭키,A12017001,exact,855.0,럭키건설,10,19990226
서울 서대문구,남가좌동,DMC파크뷰자이5단지,A10027817,contains,4300.0,"현대산업개발, SK건설, GS건설",61,20151026
서울 서대문구,북아현동,e편한세상신촌3단지,A10026370,contains,1910.0,대림산업,22,20180503
서울 서대문구,북가좌동,DMC래미안e편한세상,A12013003,exact,3293.0,"삼성물산, 대림산업",51,20121005
서울 서대문구,남가좌동,DMC파크뷰자이1단지,A10027817,contains,4300.0,"현대산업개발, SK건설, GS건설",61,20151026
서울 서대문구,남가좌동,DMC센트레빌,A12072801,exact,473.0,동부건설,7,20090602
서울 서대문구,남가좌동,DMC파크뷰자이2단지,A10027817,contains,4300.0,"현대산업개발, SK건설, GS건설",61,20151026
서울 서대문구,홍제동,홍제원현대(459-0),A12078704,contains,939.0,현대건설,15,20000614
서울 서대문구,합동,에스케이뷰,,no_match,,,,
서울 서대문구,홍제동,인왕산현대,A12078201,exact,246.0, ,1,20000705
서울 마포구,신정동,서강GS,A12114001,exact,538.0,GS건설,6,19990701
서울 마포구,공덕동,마포현대,A12102005,exact,480.0,현대건설,5,19880509
서울 마포구,성산동,월드컵아이파크(667),,no_match,,,,
서울 마포구,신수동,신촌삼익,A12185606,contains,391.0,(주)삼익주택,4,19970408
서울 마포구,신공덕동,신공덕래미안2차,,no_match,,,,
서울 마포구,상암동,상암월드컵파크2단지,A12127004,exact,657.0,서광산업,7,20031112
서울 마포구,마포동,마포쌍용황금아파트,A12105001,exact,339.0,쌍용,6,20000807
서울 마포구,망원동,마포한강아이파크,A10026053,exact,385.0,HDC현대산업개발,6,20190805
서울 마포구,도화동,마포동원베네스트,A12170401,exact,167.0,동원산업건설,3,20100429
서울 마포구,현석동,밤섬힐스테이트,,no_match,,,,
서울 마포구,신공덕동,신공덕e편한세상,A12179006,exact,128.0,(주)삼호,3,20071018
서울 마포구,신수동,신수동성원,A12185504,dedong,260.0,성원산업개발(주),2,19981215
서울 마포구,염리동,상록,A12187403,contains,678.0,신원건설,6,19970830
서울 마포구,도화동,현대홈타운,A12181404,contains,914.0,현대건설(주),10,20000311
서울 마포구,창전동,창전동현대홈타운,A12188202,dedong,243.0,현대건설(주),5,20050818
서울 마포구,염리동,염리삼성래미안,A12109002,exact,574.0,(주)삼성물산,9,20010328
서울 마포구,창전동,창전래미안,,no_match,,,,
서울 마포구,도화동,한화오벨리스크,A12170402,contains,662.0,한화,1,20041008
서울 마포구,연남동,코오롱,A12186901,contains,466.0,코오롱건설,6,20030628
서울 양천구,신정동,목동2삼성래미안,,no_match,,,,
서울 양천구,신정동,호반써밋목동,A10023886,exact,407.0,호반건설(주),7,20221213
서울 양천구,신월동,목동센트럴아이파크위브2단지,A10024872,contains,3045.0,"HDC현대산업개발, 두산건설(주)",35,20200528
서울 양천구,신정동,래미안목동아델리체(119동~123동),A10024398,contains,1497.0,삼성물산(주),23,20210128
서울 양천구,목동,목동롯데캐슬마에스트로,A10026023,exact,410.0,롯데건설(주),6,20190423
서울 양천구,목동,롯데캐슬위너,A15805303,contains,1067.0,롯데캐슬,13,20050623
서울 양천구,신월동,목동센트럴아이파크위브4단지,A10024872,contains,3045.0,"HDC현대산업개발, 두산건설(주)",35,20200528
서울 양천구,신월동,목동센트럴아이파크위브3단지,A10024872,contains,3045.0,"HDC현대산업개발, 두산건설(주)",35,20200528
서울 양천구,신월동,목동센트럴아이파크위브1단지,A10024872,contains,3045.0,"HDC현대산업개발, 두산건설(주)",35,20200528
서울 양천구,목동,삼익,A15882010,contains,277.0,삼익건설,3,19970628
서울 양천구,목동,진도2,A15882103,contains,179.0,(주)진도,1,19990327
서울 양천구,신월동,롯데캐슬,A15883202,contains_ambiguous,317.0,롯데건설,5,20101014
서울 강서구,마곡동,마곡엠밸리9단지,A10024426,exact,1529.0,한신공영,19,20210215
서울 강서구,화곡동,강서힐스테이트,A15701007,exact,2603.0,현대건설,37,20150819
서울 강서구,화곡동,"우장산아이파크,이편한세상",A15701003,exact,2517.0,"현대산업개발, 대림산업",42,20080108
서울 강서구,염창동,동아3,A15786227,contains,570.0,동아건설,8,19990118
서울 강서구,염창동,염창1차한화꿈에그린,A15786424,dedong,422.0,한화건설,7,20050401
서울 강서구,가양동,강서한강자이,A15720001,exact,790.0,gs건설,10,20130925
서울 강서구,마곡동,마곡13단지힐스테이트마스터,A10026879,exact,1194.0,현대엔지니어링,22,20170410
서울 강서구,내발산동,우장산힐스테이트,A15728009,exact,2198.0,"현대건설,현대산업개발,한진중공업",40,20050504
서울 강서구,화곡동,우장산숲아이파크,A10023515,exact,576.0,현대산업개발(주),10,20221201
서울 강서구,가양동,가양6단지,A15780905,exact,1476.0,남광토건(주),15,19921118
서울 강서구,내발산동,마곡수명산파크4단지,A15728006,exact,919.0,TEC건설,14,20080220
서울 강서구,내발산동,마곡수명산파크5단지,A15728007,exact,948.0,성원건설(주),19,20080610
서울 강서구,마곡동,마곡힐스테이트,A10027687,exact,603.0,현대건설,8,20170803
서울 강서구,마곡동,마곡푸르지오,,no_match,,,,
서울 강서구,염창동,삼정그린코아,A15786408,exact,206.0,삼정건설,3,20010531
서울 강서구,마곡동,한솔솔파크,A15721004,contains,258.0,한솔건설(주),6,20050214
서울 강서구,염창동,e편한세상염창,A10025600,exact,499.0,대림산업,6,20190308
서울 강서구,등촌동,주공3,,no_match,,,,
서울 강서구,마곡동,마곡엠벨리(15단지),,no_match,,,,
서울 강서구,마곡동,마곡엠밸리8단지,A10027433,exact,531.0,한진중공업,10,20160722
서울 강서구,가양동,가양강나루현대,A15780401,exact,642.0,고려산업개발(주),9,19990326
서울 강서구,염창동,태진한솔,A15786222,contains,356.0,태진건설,5,19941005
서울 강서구,염창동,동아,A15786420,contains_ambiguous,348.0,신동아건설,3,19951213
서울 강서구,등촌동,주공10,A15703306,contains,566.0,거성건설,5,19951010
서울 강서구,염창동,성원,A15704017,contains,297.0,성원건설,3,20010630
서울 강서구,등촌동,주공5,A15703309,contains,1045.0,대한주택공사,9,19951010
서울 구로구,신도림동,대림1,A15288814,contains,2298.0,대림,27,19991127
서울 구로구,신도림동,대림2,,no_match,,,,
서울 구로구,신도림동,동아1,A15288813,contains,1095.0,한신공영(주),11,19991130
서울 구로구,신도림동,동아2,A15288809,contains,655.0,동아건설산업(주),5,20000517
서울 구로구,신도림동,동아3,A15288810,contains,813.0,동아건설산업,9,20001114
서울 구로구,구로동,신도림태영타운,A15205513,exact,1252.0,(주)태영,13,20001222
서울 구로구,신도림동,디큐브시티,A15277302,contains,524.0,대성산업,2,20110718
서울 구로구,구로동,신도림롯데아파트,A15205511,exact,718.0,(주)롯데건설,11,19991127
서울 구로구,신도림동,현대홈타운아파트,A15288803,dedong,260.0,현대건설,5,19990413
서울 영등포구,양평동5가,양평한신,A15010502,exact,1215.0,한신공영(주),10,19960401
서울 영등포구,영등포동7가,포레나영등포센트럴,A10024567,exact,,(주)한화건설,2,20201026
서울 영등포구,신길동,래미안영등포프레비뉴,,no_match,,,,
서울 영등포구,당산동1가,진로,A15080002,contains,461.0,진로건설,4,19970829
서울 영등포구,양평동3가,양평현대6차,,no_match,,,,
서울 영등포구,당산동4가,당산현대3차,A15004406,exact,509.0,현대건설,6,19881228
서울 영등포구,문래동3가,문래공원한신,A15083602,exact,367.0,한신공영,2,19880719
서울 영등포구,신길동,신길센트럴아이파크,A10025562,exact,612.0,HDC현대산업개발,6,20190228
서울 영등포구,대림동,e편한세상영등포아델포레,A10024725,exact,859.0,대림산업(주),13,20200728
서울 영등포구,당산동4가,당산현대5차,A15080507,exact,976.0,현대산업개발(주),13,20000327
서울 영등포구,영등포동,영등포푸르지오,A15003002,exact,2462.0,대우건설,31,20020531
서울 영등포구,문래동6가,e편한세상 문래 에듀플라츠,A10024495,exact,263.0,대림건설(주),4,20200924
서울 영등포구,신길동,더샵파크프레스티지,A10023715,exact,799.0,포스코건설,9,20221125
서울 영등포구,당산동4가,당산삼성2차,,no_match,,,,
서울 영등포구,신길동,보라매경남아너스빌,A15086006,exact,669.0,경남기업,9,20050812
서울 영등포구,당산동5가,당산효성1차,,no_match,,,,
서울 영등포구,영등포동2가,센트레빌아스테리움영등포아파트,A10022098,exact,156.0,동부건설,2,20240726
서울 영등포구,양평동4가,삼호한숲,A15086702,exact,216.0,진흥연립재건축조합,2,20000229
서울 영등포구,신길동,신길센트럴자이아파트,A10025024,exact,1008.0,GS건설,12,20210413
서울 영등포구,양평동1가,영등포중흥에스클래스,,no_match,,,,
서울 영등포구,당산동1가,신동아파밀리에,A15004101,contains,167.0,신동아건설,4,20080118
서울 영등포구,영등포동8가,삼환,A15003801,contains,520.0,삼환기업(주),7,19990531
서울 영등포구,신길동,한성,A15085404,contains,420.0,한국보훈복지공단,5,19970721
서울 영등포구,당산동4가,한강아파트,A15080501,exact,265.0,서초건설,2,19990902
서울 영등포구,도림동,영등포아트자이,A15076702,exact,836.0,(주)gs공사,8,20140311
서울 영등포구,신길동,삼환,A15005705,contains,1174.0,삼환기업,11,19970510
서울 영등포구,대림동,현대3차,A15081107,contains,1162.0,현대산업개발(주),7,19971027
서울 영등포구,영등포동,두산위브,A15003001,contains,271.0,두산건설(주),4,20041015
서울 영등포구,당산동4가,당산금호어울림,A15004403,exact,292.0,(주)금호건설,6,20020928
서울 영등포구,신길동,삼성래미안,A15005402,contains,826.0,삼성물산,12,20010615
서울 영등포구,양평동2가,삼성래미안,A15010202,contains,388.0,삼성물산,5,19980724
서울 영등포구,당산동5가,성원,A15004501,contains,205.0,성원건설,2,19971001
서울 영등포구,문래동3가,문래건영,A10022428,exact,141.0,주) 건영,1,19980406
서울 영등포구,신길동,힐스테이트클래시안,A10024615,exact,1482.0,현대건설,14,20201229
서울 영등포구,신길동,신길자이,A15096001,exact,198.0,GS건설,4,20110630
서울 영등포구,양평동3가,거성파스텔,A15010306,contains,532.0,(주)거성주택,7,19990524
서울 영등포구,대림동,코오롱,A15081105,contains,481.0,코오롱건설,5,19981016
서울 영등포구,신길동,경남,A15083703,contains_ambiguous,368.0,경남건설,5,19990615
서울 영등포구,당산동,래미안당산1차,A15081001,exact,348.0,삼성건설,4,19950530
서울 영등포구,영등포동7가,경남아너스빌,A15003701,contains,600.0,경남건설,8,19981130
서울 영등포구,양평동4가,경남아너스빌,,no_match,,,,
서울 영등포구,문래동2가,남성,A15009201,contains,390.0,라이프주택,2,19830531
서울 영등포구,당산동4가,현대2,,no_match,,,,
서울 영등포구,신길동,건영,A15005302,contains,386.0,LIG건영,4,19850904
서울 동작구,사당동,극동(105),A15681503,dedong,1550.0,극동건설,12,19931221
서울 동작구,상도동,상도동래미안1차,A15603204,dedong_ambiguous,517.0,삼성건설(주),7,20041206
서울 동작구,노량진동,우성,A15605002,contains,901.0,본동 제2-1 재개발조합,7,19971216
서울 동작구,사당동,대림(169-8),A15609005,dedong,1152.0,대림산업,12,19900807
서울 동작구,사당동,신동아4,A15677204,contains,912.0,신동아건설,8,19931221
서울 동작구,본동,삼성래미안,A15606003,contains,477.0,삼성물산,6,20041021
서울 동작구,흑석동,흑석동양아파트,A15607001,exact,423.0,동양메이저건설,7,20031104
서울 동작구,신대방동,보라매자이더포레스트,A10024098,exact,,GS건설(주),8,20211029
서울 동작구,사당동,사당롯데캐슬골든포레,A10025013,exact,959.0,롯데건설,17,20210702
서울 동작구,사당동,신동아5,A15609006,exact,333.0,신동아건설(주),4,19981120
서울 동작구,대방동,대방동현대,A15681104,dedong_ambiguous,278.0,현대건설,5,19991209
서울 동작구,대방동,대림아파트,A15681110,contains,1628.0,대림산업(주),14,19931120
서울 동작구,흑석동,우리유앤미,A15679103,exact,206.0,우리건설,2,20031226
서울 동작구,노량진동,신동아리버파크,A15605103,exact,1696.0,신동아건설(주),7,20010215
서울 동작구,대방동,주공2,A15681108,contains,798.0,유원건설,10,19950427
서울 동작구,사당동,사당자이,A15609502,exact,719.0,엘지건설(주),9,19991228
서울 동작구,대방동,현대홈타운2,,no_match,,,,
서울 동작구,노량진동,쌍용예가,A15605003,contains,299.0,쌍용건설(주),5,20100826
서울 동작구,상도동,삼성래미안2,,no_match,,,,
서울 동작구,사당동,제일,A15609501,contains,296.0,제일건축,3,19870213
서울 동작구,신대방동,한성아파트,A15601202,contains,272.0,한성건설,4,19950218
서울 동작구,신대방동,보라매e편한세상,A15601003,exact,386.0,(주)삼호,5,20100726
서울 동작구,상도동,상도푸르지오클라베뉴,A10022720,exact,,(주)대우건설,10,20240229
서울 동작구,본동,유원강변,A15606002,exact,306.0,유원울트라,5,20000809
서울 동작구,상도동,힐스테이트 상도 센트럴파크,A15678103,exact,1559.0,현대엠코,22,20120925
서울 동작구,상도동,중앙하이츠빌,A15683402,contains,544.0,(주)중앙건설,10,20031030
서울 동작구,흑석동,청호,A15679104,contains,346.0,(주)해강,5,19971014
서울 동작구,노량진동,힐스테이트장승배기역,A10020222,exact,,현대엔지니어링,3,20260213
서울 동작구,본동,신동아,A15606004,contains,765.0,신동아,9,19930626
서울 동작구,사당동,두산위브트레지움,A15677501,contains,451.0,두산건설,4,20111028
서울 동작구,사당동,사당휴먼시아,A15609003,exact,480.0,(주)서희건설,8,20090305
서울 관악구,봉천동,e편한세상서울대입구2차,A10025092,contains,1276.0,대림산업,19,20190625
서울 관악구,봉천동,e편한세상서울대입구1단지,A10025092,contains,1276.0,대림산업,19,20190625
서울 관악구,봉천동,관악푸르지오,A15105302,exact,2104.0,대우건설,23,20040826
서울 관악구,봉천동,두산,A15178203,contains_ambiguous,560.0,두산건설,3,20001228
서울 관악구,신림동,힐스테이트뉴포레,A10023661,exact,1143.0,현대엔지니어링,7,20220829
서울 관악구,봉천동,관악드림(삼성),,no_match,,,,
서울 관악구,봉천동,관악동부센트레빌,A15192201,exact,487.0,동부건설,7,20040528
서울 관악구,봉천동,관악드림(동아),,no_match,,,,
서울 관악구,봉천동,e편한세상서울대입구2단지,A10025092,contains,1276.0,대림산업,19,20190625
서울 관악구,봉천동,벽산블루밍,A15178201,contains_ambiguous,2105.0,벽산건설,18,20050630
서울 관악구,봉천동,봉천우성,A15105602,contains,717.0,우성건설(주),2,20001213
서울 서초구,서초동,비버리캐슬,,no_match,,,,
서울 서초구,방배동,서초훼미리하우스,,no_match,,,,
서울 서초구,우면동,호반써밋서초파크뷰(토지임대부아파트),A13778210,contains_ambiguous,358.0,(주)울트라건설,3,20131204
서울 서초구,서초동,초원현대,A13772801,dedong,299.0,고려산업개발(주),2,19991130
서울 서초구,서초동,두진한아름,,no_match,,,,
서울 서초구,방배동,방배중앙센트레빌,,no_match,,,,
서울 서초구,우면동,한라,A13790001,contains,252.0,한라건설주식회사,7,19940504
서울 서초구,서초동,우성아파트,A13785705,contains,408.0,우성건설,2,19980528
서울 서초구,방배동,서초이에스에이3차,,no_match,,,,
서울 서초구,서초동,서초한빛삼성,A13787105,exact,264.0,삼성중공업,2,19991126
서울 강남구,세곡동,강남신동아파밀리에1단지,A13519001,exact,395.0,신동아,6,20110223
서울 강남구,역삼동,세방하이빌1,,no_match,,,,
서울 강남구,자곡동,강남자곡 힐스테이트,A10027985,exact,1339.0,현대건설,5,20150602
서울 강남구,논현동,경남논현,A13582002,dedong,548.0,동산토건(주),6,19850803
서울 강남구,역삼동,브라운스톤역삼,,no_match,,,,
서울 강남구,삼성동,삼성풍림2차아파트,A10022130,exact,112.0,풍림산업주식회사,1,19981224
서울 강남구,역삼동,시티프라디움더강남101동,,no_match,,,,
서울 송파구,거여동,거여4단지,A13811203,exact,546.0,삼익주택(주),6,19970703
서울 송파구,송파동,송파파밀리에더퍼스트,A10021504,exact,102.0,신동아건설 주식회사,3,20231219
서울 송파구,오금동,송파두산위브,A10025657,exact,269.0,두산건설,2,20190227
서울 송파구,장지동,송파파인타운8단지,A13821006,exact,700.0,(주)신창건설,5,20081020
서울 송파구,풍납동,동아한가람1,A13887302,dedong,782.0,동아건설,7,19950613
서울 송파구,가락동,대림,A13880204,contains,443.0,1,4,19881118
서울 송파구,송파동,현대,A13885301,contains,243.0,현대건설(주),2,19970516
서울 송파구,가락동,"가락3차쌍용스윗닷홈101동,102동",,no_match,,,,
서울 송파구,오금동,상아2차아파트,A13886009,exact,750.0,동성개발,6,19881102
서울 송파구,풍납동,한강극동,A13804206,contains,895.0,극동건설,9,19950731
서울 송파구,풍납동,씨티극동1,A13804001,dedong,415.0,극동건설,4,19871215
서울 송파구,풍납동,극동,A13804001,contains_ambiguous,415.0,극동건설,4,19871215
서울 송파구,문정동,문정대우푸르지오2차,A13882401,dedong,165.0,(주)대우,2,20010523
서울 송파구,가락동,가락우성2,A13880602,contains,162.0,우성건설,2,20000614
